loc_rowid,kepid,koi_sage
1301,12019440,0.3000
1302,5217586,12.3000
1303,5289854,0.5000
1304,5289854,0.5000
1305,9895709,0.3000
1306,3447722,0.3100
1307,3447722,0.3100
1308,3447722,0.3100
1309,3859079,4.2000
1310,3557493,0.2700
1311,4061149,13.4000
1312,3444588,3.5000
1313,8394721,0.2300
1314,3962243,0.4000
1315,3962243,0.4000
1316,3962243,0.4000
1317,8972058,5.5000
1318,4150624,4.5000
1319,4155328,4.8000
1320,4077526,4.0000
1321,4077526,4.0000
1322,4077526,4.0000
1323,4077526,4.0000
1324,4243911,11.0000
1325,4466677,5.9000
1326,4466677,5.9000
1327,4466677,5.9000
1328,7672940,
1329,7838655,
1330,11702948,0.4000
1331,9512981,14.0000
1332,7770450,
1333,9851226,4.0000
1334,7543649,
1335,9480310,
1336,11858748,0.5000
1337,7761545,0.5000
1338,8692861,0.4000
1339,7499398,
1340,10006581,0.6000
1341,10027323,14.0000
1342,10027323,14.0000
1343,5039228,0.7400
1344,10004738,1.9000
1345,10004738,1.9000
1346,7023960,0.4000
1347,10004738,1.9000
1348,5474613,4.7000
1349,5474613,4.7000
1350,4860932,0.5000
1351,3438507,0.2600
1352,3869014,0.2000
1353,3756801,10.4000
1354,3732821,13.6000
1355,3962440,0.3900
1356,3534076,0.4000
1357,3962357,0.2000
1358,8394721,0.2300
1359,3858704,0.3600
1360,3749134,4.1000
1361,3556220,0.3000
1362,8972058,5.5000
1363,4135665,13.5000
1364,4386059,
1365,4650674,2.5000
1366,4275721,1.3500
1367,4275721,1.3500
1368,4570931,3.1400
1369,4136466,0.3000
1370,7284688,
1371,7199774,0.5000
1372,7037540,
1373,8191672,2.6000
1374,8491277,6.5000
1375,10854546,3.7000
1376,8165946,0.4000
1377,12017109,0.4000
1378,9225395,0.4000
1379,10709622,4.4000
1380,11499228,0.4300
1381,11460462,2.3200
1382,8612275,3.4000
1383,8612275,3.4000
1384,10470616,
1385,8107225,1.1000
1386,7207061,
1387,7207061,
1388,3342794,1.9100
1389,3342794,1.9100
1390,3661886,0.3000
1391,3661886,0.3000
1392,2439243,
1393,9221517,12.4000
1394,6751874,0.4000
1395,10206675,13.8000
1396,3851130,13.9000
1397,11295426,6.3700
1398,9945370,0.4000
1399,8973129,0.4000
1400,9718066,13.9000
1401,3440978,13.6000
1402,9366989,12.2000
1403,3128793,13.7000
1404,5864975,0.4000
1405,2975770,
1406,5565497,0.7600
1407,6504954,3.5000
1408,4144231,
1409,8552719,1.9000
1410,5731623,
1411,9305831,10.2000
1412,6153672,0.4000
1413,9674608,13.9000
1414,10019399,
1415,10676014,14.0000
1416,11656918,5.3000
1417,11656918,5.3000
1418,10844890,
1419,12253474,1.9000
1420,9536692,13.7000
1421,3122985,8.8000
1422,3118797,
1423,8081187,0.4300
1424,7747425,3.6000
1425,3937519,0.6000
1426,7747425,3.6000
1427,7747425,3.6000
1428,7747425,3.6000
1429,8652999,8.2000
1430,6921944,13.9000
1431,9532052,
1432,8164012,0.4000
1433,4140813,5.8000
1434,10362031,
1435,4055304,13.9000
1436,4857213,13.8000
1437,9415108,0.5000
1438,8453211,13.8000
1439,4262581,1.8000
1440,8591693,0.4000
1441,11462341,13.8000
1442,9405595,0.4000
1443,3546060,
1444,3867615,2.2400
1445,12121570,0.7000
1446,8410415,0.4000
1447,7257363,0.7000
1448,8321314,13.6000
1449,6934986,1.4000
1450,11852982,13.8000
1451,4049901,12.0000
1452,11498128,4.1000
1453,5342473,5.4000
1454,9334893,13.7000
1455,9963265,0.4000
1456,10583761,13.9000
1457,11922722,13.7000
1458,6867766,0.3000
1459,6058614,0.3000
1460,11017901,9.7000
1461,5088591,13.3000
1462,11298298,0.5000
1463,4349442,13.9000
1464,7046804,8.8000
1465,11187436,13.5000
1466,4644952,10.8000
1467,4644952,10.8000
1468,4644952,10.8000
1469,9529744,0.3400
1470,10614012,1.0300
1471,7761918,2.6700
1472,9468717,2.6000
1473,9892816,0.2400
1474,9892816,0.2400
1475,5730389,4.4000
1476,10028352,2.5900
1477,9836149,0.4000
1478,4249725,4.6000
1479,4813563,13.9000
1480,6949061,2.9000
1481,7269493,9.8000
1482,7269493,9.8000
1483,5513648,6.4000
1484,10917681,0.5000
1485,7887791,8.7000
1486,6373680,0.3000
1487,7019489,
1488,9351920,0.3000
1489,2161536,13.9000
1490,10549023,0.2200
1491,8041216,0.9000
1492,9661979,3.3000
1493,8219268,2.6600
1494,4254466,8.1000
1495,9904006,2.9500
1496,5288570,
1497,9364609,13.9000
1498,5022828,0.4580
1499,8175131,
1500,7542813,1.1000
1501,4458082,
1502,8042453,0.4000
1503,5364071,13.9000
1504,10874215,0.4000
1505,6666233,13.8000
1506,7661065,3.4000
1507,3749978,3.5000
1508,10010440,0.5000
1509,11718144,0.4000
1510,4247991,1.4000
1511,4247991,1.4000
1512,10026544,5.0000
1513,10132832,0.3000
1514,8240797,
1515,8240797,
1516,8164262,1.1500
1517,5728139,5.5000
1518,3966262,0.5000
1519,6279974,1.2900
1520,9455325,13.9000
1521,5621125,0.5100
1522,9872283,14.0000
1523,8624520,9.6000
1524,7918172,13.8000
1525,7870032,10.9000
1526,9597058,0.5000
1527,8277797,14.0000
1528,11657891,0.4000
1529,9973855,
1530,6205897,13.9000
1531,4249725,4.6000
1532,7948784,0.3000
1533,9244756,0.6000
1534,9650808,6.6000
1535,9650808,6.6000
1536,9347009,1.0000
1537,11253711,0.6000
1538,4917596,13.9000
1539,7289577,0.6000
1540,8543100,0.6000
1541,2693736,8.0000
1542,8233702,0.5000
1543,3764879,0.3000
1544,7219825,0.4800
1545,12121470,0.3600
1546,11403339,0.6000
1547,8260902,13.9000
1548,8381204,2.4000
1549,6774537,13.7000
1550,10404582,0.4000
1551,6021193,7.7000
1552,6021193,7.7000
1553,6021193,7.7000
1554,10617017,3.7100
1555,7219825,0.4800
1556,5364071,13.9000
1557,3219995,0.4000
1558,6062929,0.8000
1559,7504778,1.5000
1560,10684670,8.9000
1561,11495458,13.7000
1562,9003401,1.8800
1563,10481045,0.4000
1564,5978559,0.3300
1565,8107034,0.2700
1566,8872048,13.9000
1567,5364071,13.9000
1568,7746958,
1569,7120108,14.0000
1570,3762468,0.3000
1571,8277797,14.0000
1572,8832512,13.2000
1573,5124667,4.1900
1574,10092312,0.4000
1575,2989404,3.9600
1576,2989404,3.9600
1577,5375194,12.9000
1578,6468138,0.3000
1579,10031707,
1580,11875734,13.5000
1581,10723750,0.6800
1582,7697568,8.1000
1583,4545187,0.5000
1584,9412760,13.9000
1585,9412760,13.9000
1586,9518318,1.7000
1587,9518318,1.7000
1588,7273277,4.9000
1589,11769890,0.8000
1590,10153855,13.7000
1591,6862721,0.9000
1592,12691412,
1593,10094670,0.3000
1594,4545187,0.5000
1595,8142942,14.0000
1596,8257205,14.0000
1597,3229150,0.4000
1598,7989422,6.7000
1599,9641481,0.5000
1600,10253547,0.6300
1601,10253547,0.6300
1602,12505076,0.5000
1603,12116380,3.7000
1604,2556650,13.4000
1605,3327993,0.4000
1606,5211199,14.0000
1607,6383785,0.3000
1608,8804455,0.4000
1609,8804455,0.4000
1610,5546761,0.4000
1611,8099138,0.6000
1612,7033233,14.0000
1613,7033233,14.0000
1614,8681734,10.6000
1615,10232693,
1616,9390653,13.9000
1617,10212441,4.3000
1618,6119141,9.0000
1619,8247771,13.3000
1620,5629538,2.5000
1621,8561231,0.6000
1622,8235924,14.0000
1623,6941084,3.8000
1624,7967861,0.4000
1625,3326377,13.9000
1626,11601584,0.8000
1627,11601584,0.8000
1628,11601584,0.8000
1629,11601584,0.8000
1630,11709244,8.2000
1631,11709244,8.2000
1632,11709244,8.2000
1633,11853878,13.9000
1634,10723750,0.6800
1635,5802478,0.4400
1636,9471268,14.0000
1637,9471268,14.0000
1638,9471268,14.0000
1639,2021440,0.7000
1640,9044228,13.7000
1641,10779233,9.9000
1642,11614617,0.3000
1643,5306720,
1644,11450414,0.3000
1645,9042357,3.4000
1646,3328026,2.0000
1647,5547480,0.5000
1648,5942093,
1649,4736569,
1650,10384798,0.4000
1651,9834040,0.3000
1652,10616415,8.7000
1653,5546761,0.4000
1654,5467124,0.4000
1655,9205938,0.3000
1656,11358389,4.0000
1657,7204981,0.5000
1658,7906739,1.1000
1659,4370527,0.9000
1660,6383785,0.3000
1661,6041734,
1662,6041734,
1663,11308499,0.3000
1664,11308499,0.3000
1665,9006186,13.8000
1666,9006186,13.8000
1667,5725087,
1668,9757613,5.2000
1669,7515670,0.3000
1670,11566256,0.3000
1671,8495415,
1672,8495415,
1673,7987866,14.0000
1674,9532710,
1675,11560897,2.8400
1676,11342416,2.8000
1677,9086251,2.5700
1678,10863608,2.8000
1679,9757613,5.2000
1680,5602588,0.4000
1681,5389540,
1682,10657406,13.8000
1683,5526527,13.9000
1684,5856571,9.6000
1685,7765528,4.1000
1686,11760231,13.8000
1687,10602291,4.5000
1688,7779077,12.3000
1689,5080636,13.8000
1690,5080636,13.8000
1691,8892721,
1692,3338885,13.9000
1693,3338885,13.9000
1694,9886255,0.7000
1695,8802693,0.7000
1696,6061773,13.9000
1697,10024701,0.5000
1698,9851271,7.3000
1699,12154526,5.3000
1700,5801571,0.6300
1701,6665512,13.8000
1702,10525027,13.5000
1703,11069176,3.5000
1704,11069176,3.5000
1705,8098728,2.3300
1706,2449431,4.0000
1707,5631630,0.8900
1708,5384079,0.2900
1709,9006186,13.8000
1710,9006186,13.8000
1711,2860114,13.6000
1712,11410904,0.3000
1713,8026752,0.2000
1714,4173026,8.1000
1715,11774991,13.8000
1716,11774991,13.8000
1717,8261920,13.9000
1718,8261920,13.9000
1719,8261920,13.9000
1720,9022166,
1721,8501062,
1722,10965588,0.6000
1723,3962751,0.5000
1724,10730703,0.6000
1725,8007644,0.4000
1726,11192235,13.8000
1727,8582291,10.3000
1728,12401863,3.5000
1729,5534941,13.2000
1730,11121752,4.4300
1731,5364071,13.9000
1732,11121752,4.4300
1733,5110683,
1734,2990873,8.6000
1735,6142862,13.9000
1736,5599774,9.8000
1737,6776401,13.6000
1738,7430034,0.6100
1739,9735426,0.6000
1740,4743513,1.8000
1741,10656508,1.4900
1742,8826168,0.3000
1743,10464050,0.5000
1744,9763348,
1745,8804397,0.3000
1746,9662811,13.8000
1747,5992270,13.9000
1748,11570749,13.9000
1749,11297236,0.8000
1750,8160953,8.2000
1751,9839821,0.4000
1752,4056616,12.9000
1753,5021737,2.9500
1754,5959753,0.8000
1755,6707908,2.8000
1756,11298815,13.9000
1757,8492026,
1758,8750043,2.2000
1759,9973109,10.2000
1760,6226290,0.4000
1761,9349482,13.9000
1762,6356207,
1763,8564674,0.4000
1764,8564674,0.4000
1765,2014991,3.5500
1766,4247791,
1767,11288051,0.7000
1768,10670119,
1769,10670119,
1770,7286911,0.7000
1771,8591173,14.0000
1772,6962109,
1773,5706595,0.4000
1774,5706595,0.4000
1775,12885212,0.9000
1776,8611781,7.3000
1777,3097926,
1778,11288051,0.7000
1779,6200235,13.9000
1780,1872821,0.4000
1781,9757613,5.2000
1782,8013439,
1783,8013439,
1784,8013439,
1785,12505654,4.4000
1786,7215678,0.5000
1787,11670125,13.7000
1788,11461844,0.4000
1789,7449554,0.3000
1790,5716932,0.3200
1791,8179325,
1792,3861595,2.0100
1793,8160953,8.2000
1794,6300348,
1795,8625821,0.4000
1796,4157325,
1797,4157325,
1798,4157325,
1799,3648437,0.3000
1800,7286173,1.2000
1801,11126381,0.3000
1802,4149450,5.1000
1803,9115681,2.2900
1804,9520838,0.3000
1805,9164836,0.4000
1806,8167996,13.9000
1807,6185476,4.2000
1808,8578780,13.8000
1809,4544907,7.5000
1810,4636578,4.0000
1811,4636578,4.0000
1812,4636578,4.0000
1813,11923284,2.8100
1814,8556077,2.3200
1815,7102316,2.9000
1816,7102316,2.9000
1817,9489524,0.6000
1818,3847907,13.4000
1819,9489524,0.6000
1820,8111919,9.6000
1821,5894073,0.4000
1822,10518424,0.3000
1823,10518424,0.3000
1824,5730445,
1825,4245933,12.7000
1826,5601258,13.8000
1827,9964670,9.8000
1828,8282651,13.9000
1829,3548044,0.3000
1830,11401767,2.3490
1831,11288051,0.7000
1832,6209798,3.5400
1833,6525249,0.3000
1834,11075429,1.6400
1835,5602588,0.4000
1836,5385304,2.1400
1837,11824786,0.4000
1838,12254909,1.0000
1839,10798331,5.8000
1840,9364290,11.3000
1841,9364290,11.3000
1842,6864893,0.6000
1843,11701407,
1844,9757613,5.2000
1845,5906426,13.8000
1846,10813132,9.4000
1847,9718379,1.5000
1848,3002478,0.5000
1849,8167996,13.9000
1850,8167996,13.9000
1851,6773862,13.8000
1852,8009496,0.3000
1853,10187159,13.9000
1854,9758089,14.0000
1855,9758089,14.0000
1856,9883311,0.8000
1857,4939346,0.3000
1858,11046458,12.2000
1859,8978528,13.8000
1860,8978528,13.8000
1861,9967771,2.4000
1862,11622600,14.0000
1863,5940165,13.8000
1864,2985767,7.0000
1865,2304320,0.9000
1866,3657758,
1867,9790806,12.7000
1868,6382217,13.9000
1869,6382217,13.9000
1870,9634821,
1871,3862246,12.2000
1872,9634821,
1873,9634821,
1874,8950568,0.6000
1875,8950568,0.6000
1876,8950568,0.6000
1877,11705004,0.6000
1878,10909127,6.3000
1879,2141783,5.3000
1880,4144576,0.7000
1881,2581191,0.5000
1882,8494542,2.9500
1883,9992325,
1884,3642741,6.3000
1885,11073656,
1886,7379385,2.2000
1887,10531955,
1888,8168187,0.8000
1889,4142847,13.9000
1890,6199702,0.5000
1891,7222086,1.4700
1892,7304449,13.9000
1893,7380829,3.8000
1894,7386827,11.9000
1895,7522911,0.3000
1896,7626370,13.8000
1897,7703955,3.6000
1898,9410930,3.5000
1899,7750419,0.4000
1900,7768952,2.3000
1901,7815744,
1902,7955580,13.9000
1903,8162790,
1904,8230616,13.9000
1905,10454632,14.0000
1906,3098810,2.9100
1907,8367644,
1908,10332883,14.0000
1909,4035640,13.7000
1910,6205228,0.3000
1911,12508335,7.8000
1912,11758544,2.8000
1913,4851530,
1914,4851530,
1915,11413812,0.3000
1916,9549648,3.0400
1917,10965740,2.6700
1918,10063802,1.7000
1919,8950568,0.6000
1920,8804845,0.5000
1921,10480915,0.3000
1922,5024482,
1923,9111849,1.8000
1924,4043443,13.8000
1925,3448130,0.5000
1926,9656252,
1927,6026438,13.8000
1928,6026438,13.8000
1929,10663396,
1930,11457726,1.3400
1931,8956206,0.9000
1932,9649706,0.6600
1933,10203349,
1934,7457296,14.0000
1935,10328458,11.7000
1936,7050060,
1937,9592579,0.6000
1938,4248120,12.1000
1939,9580992,0.6000
1940,12058204,0.5000
1941,12058204,0.5000
1942,5357545,7.0000
1943,6871071,1.5000
1944,6871071,1.5000
1945,6871071,1.5000
1946,6287313,2.8000
1947,8230616,13.9000
1948,9655129,13.9000
1949,9836959,7.3000
1950,9838949,13.9000
1951,2987027,14.0000
1952,9895006,14.0000
1953,9896558,3.7000
1954,9899483,1.7000
1955,10015937,0.6000
1956,10019065,0.5000
1957,10080248,0.4000
1958,10213902,0.3000
1959,10214162,
1960,10905746,
1961,11074178,0.6000
1962,11074178,0.6000
1963,7449136,3.9000
1964,6152974,13.9000
1965,8680979,0.7000
1966,8680979,0.7000
1967,9030537,0.5000
1968,8689793,0.3000
1969,11673802,0.8400
1970,4263293,1.2000
1971,4263293,1.2000
1972,4263293,1.2000
1973,10294613,0.9000
1974,5695524,2.5000
1975,6307083,13.7000
1976,7265298,
1977,4833421,0.3000
1978,7265298,
1979,3248501,0.3000
1980,2307415,2.5400
1981,2307415,2.5400
1982,9156585,7.8000
1983,3128552,0.4000
1984,10134152,0.3000
1985,9573685,13.9000
1986,10329835,13.8000
1987,12301181,13.9000
1988,9289704,
1989,4349452,4.6500
1990,9278725,13.9000
1991,8892157,0.4000
1992,8892157,0.4000
1993,11569782,13.9000
1994,11520459,
1995,10600955,7.0000
1996,10801100,
1997,4473226,5.7000
1998,8914779,2.5700
1999,6780158,8.0000
2000,4349452,4.6500
2001,2854181,4.5000
2002,8242434,14.0000
2003,10666242,2.2000
2004,6185331,0.4000
2005,11820830,1.1300
2006,6603756,13.6000
2007,8460600,12.1000
2008,8266276,
2009,6869184,0.4000
2010,8396405,0.6000
2011,8845574,13.8000
2012,3446451,1.4100
2013,6604328,0.3000
2014,10019708,0.2400
2015,4365645,13.4000
2016,6152974,13.9000
2017,7668663,3.5000
2018,7047922,2.7000
2019,9353314,13.9000
2020,3629967,0.4000
2021,5809954,13.9000
2022,3836453,6.9000
2023,8766650,13.8000
2024,10328393,13.6000
2025,11773328,0.8000
2026,7094486,13.7000
2027,9595827,0.4000
2028,5706966,14.0000
2029,5706966,14.0000
2030,4833421,0.3000
2031,9279354,13.8000
2032,12061969,4.0000
2033,6774880,0.6000
2034,7449541,0.4000
2035,2579043,0.5100
2036,6342333,4.5000
2037,3239671,0.3000
2038,9304101,4.6000
2039,10674871,0.5000
2040,11360571,
2041,4833421,0.3000
2042,6032517,0.8000
2043,6035124,14.0000
2044,8963721,10.2000
2045,9635510,
2046,8076630,0.5000
2047,10723367,0.4000
2048,10723367,0.4000
2049,5005121,0.4000
2050,8229458,13.8000
2051,4077901,4.4000
2052,10271691,0.6000
2053,8478994,10.0000
2054,5125347,1.0000
2055,9336200,0.6000
2056,4770617,0.3000
2057,10544677,0.2300
2058,7199906,0.3000
2059,6762829,3.4000
2060,8180020,
2061,9528420,1.8000
2062,8129042,
2063,6364327,4.8000
2064,9574614,2.0000
2065,8197343,0.4000
2066,7032421,0.5000
2067,10019708,0.2400
2068,7593110,
2069,6786348,0.4000
2070,6209677,4.8000
2071,9729691,13.9000
2072,10130039,1.6000
2073,10130039,1.6000
2074,10130039,1.6000
2075,8226050,13.2000
2076,9965957,8.6000
2077,3952651,
2078,9704384,12.7000
2079,8426567,14.0000
2080,9838975,0.9000
2081,9101496,0.3000
2082,6037581,0.3000
2083,6037581,0.3000
2084,6037581,0.3000
2085,10074466,0.6000
2086,12058147,0.4000
2087,8164257,13.8000
2088,8164257,13.8000
2089,8164257,13.8000
2090,8866137,0.7000
2091,10857519,3.2500
2092,9517393,0.3000
2093,4768846,0.2000
2094,4833421,0.3000
2095,9351316,14.0000
2096,9473078,14.0000
2097,10864531,0.4000
2098,10864531,0.4000
2099,2853780,2.9400
2100,4454934,7.6000
2101,9458343,0.3000
2102,7802719,13.8000
2103,11030475,2.3000
2104,11030475,2.3000
2105,11030475,2.3000
2106,8478994,10.0000
2107,11030475,2.3000
2108,4761060,2.1100
2109,5942808,
2110,5479802,
2111,6206214,3.1400
2112,8959839,0.5000
2113,5607631,0.5000
2114,9729691,13.9000
2115,8127586,3.8000
2116,4950232,
2117,8651389,
2118,5302006,0.2200
2119,4851464,
2120,6046540,0.4000
2121,6705142,
2122,3248019,
2123,3967760,11.6000
2124,3967760,11.6000
2125,4067336,0.3000
2126,5387843,0.3000
2127,10491044,13.9000
2128,7369865,2.1800
2129,8127607,4.9000
2130,8218379,0.5000
2131,7755636,1.3600
2132,9411166,0.3000
2133,6305192,0.8000
2134,9411166,0.3000
2135,4989057,13.9000
2136,5108214,3.3900
2137,9955598,11.4000
2138,10230571,
2139,7219761,7.6000
2140,5770074,1.9000
2141,10136549,8.2000
2142,9472000,0.5000
2143,7097965,3.7300
2144,3967326,
2145,8260234,13.8000
2146,6768394,5.0000
2147,4833421,0.3000
2148,6768394,5.0000
2149,6768394,5.0000
2150,6922710,3.9500
2151,12164770,0.3100
2152,9541322,0.3000
2153,11348997,
2154,5705819,3.6000
2155,6696580,
2156,7672097,0.4000
2157,9112931,
2158,9071593,0.5000
2159,8478994,10.0000
2160,4951249,0.2000
2161,8126558,13.5000
2162,11811193,0.2900
2163,3734418,13.9000
2164,3734418,13.9000
2165,6634133,13.9000
2166,8613535,0.3000
2167,12256520,13.0000
2168,3337432,
2169,10489345,
2170,11904734,14.0000
2171,8043714,3.2000
2172,3654950,6.8000
2173,9071386,1.8800
2174,6849046,6.4000
2175,8223328,11.5000
2176,4150390,
2177,8444552,5.2000
2178,7918217,
2179,11342573,0.3000
2180,3345675,14.0000
2181,10153011,10.9000
2182,11285136,5.1000
2183,4913000,1.0900
2184,10136549,8.2000
2185,5511081,6.5000
2186,10593759,3.4000
2187,7132798,0.4000
2188,5511081,6.5000
2189,5511081,6.5000
2190,5511081,6.5000
2191,10978763,0.4000
2192,10978763,0.4000
2193,10978763,0.4000
2194,5202905,0.8000
2195,9072190,0.4000
2196,4242147,1.0000
2197,5396122,
2198,6696580,
2199,6525946,
2200,3832716,4.9000
2201,5023956,0.2500
2202,8505920,14.0000
2203,7918992,0.4000
2204,9307509,14.0000
2205,10158729,0.6000
2206,6105462,3.0500
2207,3120355,0.3000
2208,6047072,0.5000
2209,9411412,14.0000
2210,7008211,11.6000
2211,7620413,4.1000
2212,6956014,10.1500
2213,8478994,10.0000
2214,7021534,0.3000
2215,9277210,
2216,11774303,0.2600
2217,9728465,3.5200
2218,10329469,0.6000
2219,9654875,1.2300
2220,9717943,4.3000
2221,7960980,
2222,7124026,0.4000
2223,3458028,1.4600
2224,11295426,6.3700
2225,2860793,1.7800
2226,8453214,
2227,7877496,2.0000
2228,5110423,0.5000
2229,5444384,
2230,9909735,9.8000
2231,9909735,9.8000
2232,5450814,13.9000
2233,11551692,4.4000
2234,11551692,4.4000
2235,8678664,9.9000
2236,10005758,0.2000
2237,10005758,0.2000
2238,10619192,1.0300
2239,10158418,0.3000
2240,7132798,0.4000
2241,4945877,0.4820
2242,10190777,13.6000
2243,9651234,0.7000
2244,7045496,0.5000
2245,10005788,13.9000
2246,10005788,13.9000
2247,5213902,0.5000
2248,2832589,0.6000
2249,7810483,0.3000
2250,2438513,3.1000
2251,3937519,0.6000
2252,2438513,3.1000
2253,4677282,0.2300
2254,5097470,0.4000
2255,9008737,0.4000
2256,9008737,0.4000
2257,9692128,5.9000
2258,10917043,13.5000
2259,11456382,
2260,5088536,7.9000
2261,11966253,8.8000
2262,3130548,7.2000
2263,4846856,13.9000
2264,9366886,14.0000
2265,10601465,0.9000
2266,3657176,4.2000
2267,3969687,0.6000
2268,9369366,1.6700
2269,6716545,3.4700
2270,6716545,3.4700
2271,2708885,10.7000
2272,6612284,
2273,12454461,0.3000
2274,9887224,14.0000
2275,7542369,0.2900
2276,8544992,13.9000
2277,8544992,13.9000
2278,11818607,0.4000
2279,8380709,0.3000
2280,6149910,14.0000
2281,9108085,0.4000
2282,5436013,11.6000
2283,11231334,2.7900
2284,9395719,0.3000
2285,8753896,
2286,8753896,
2287,8890150,14.0000
2288,8890150,14.0000
2289,11752908,
2290,4346178,14.0000
2291,6525193,0.5000
2292,9664142,0.4000
2293,10018233,0.4000
2294,8636539,0.3400
2295,9283156,0.6000
2296,5716763,0.3000
2297,8547429,0.3000
2298,8803882,2.5500
2299,9893318,1.6000
2300,6866251,2.3800
2301,9593757,
2302,6346809,7.8000
2303,4275117,0.3000
2304,6545051,0.6000
2305,7769819,
2306,11874577,0.3000
2307,12164564,0.3000
2308,8190354,8.3000
2309,5088536,7.9000
2310,10275805,
2311,10488450,
2312,7461307,3.9000
2313,4483138,
2314,5471202,0.3000
2315,9640439,
2316,9693006,0.4000
2317,6837283,3.0400
2318,5613821,
2319,7269881,10.3000
2320,3228945,
2321,7008149,
2322,8240617,0.5000
2323,8746295,1.5000
2324,10090257,7.0000
2325,6846911,7.0000
2326,5385439,13.9000
2327,5963582,10.8000
2328,8189801,13.5000
2329,5790807,2.4700
2330,4476423,1.4900
2331,11403389,0.5000
2332,9851662,12.8000
2333,10453588,4.8000
2334,11125613,11.4000
2335,8074328,
2336,3426367,13.8000
2337,7762723,0.5000
2338,5562090,13.7000
2339,12110786,0.4000
2340,5342061,0.4000
2341,3654095,0.4000
2342,3102384,1.9000
2343,5513012,0.5000
2344,11761199,0.3000
2345,8074805,2.6000
2346,2437505,
2347,2437505,
2348,5709889,13.9000
2349,3119256,1.9700
2350,10001368,
2351,9466429,1.7800
2352,4365442,3.1600
2353,9943435,0.4000
2354,8885643,0.4000
2355,5652893,3.0000
2356,11662184,0.4000
2357,5695396,5.3000
2358,10933561,9.4000
2359,10332213,0.9000
2360,7090524,4.5000
2361,6842807,8.6000
2362,4381282,0.8000
2363,9815053,4.8000
2364,7609553,14.0000
2365,6974658,13.9000
2366,10122538,
2367,10122538,
2368,7212184,0.5000
2369,8559152,2.7300
2370,2718778,
2371,3122913,1.0000
2372,8292840,4.0000
2373,9229657,0.4000
2374,11752632,0.4000
2375,10028535,1.2000
2376,7047207,2.1000
2377,5212220,4.9000
2378,9964748,3.0000
2379,11179076,13.4000
2380,5959719,1.6000
2381,5544903,0.3000
2382,11253827,14.0000
2383,11253827,14.0000
2384,10747445,
2385,8022489,7.2000
2386,8022489,7.2000
2387,8077137,4.2000
2388,8022489,7.2000
2389,5794570,0.4000
2390,5794570,0.4000
2391,5649325,4.2000
2392,11127479,3.4000
2393,9823519,
2394,9823519,
2395,5428668,0.3000
2396,5041569,
2397,11246161,0.3000
2398,10604521,
2399,6697756,13.9000
2400,5649833,0.2800
2401,10518399,13.1000
2402,5787131,
2403,10933561,9.4000
2404,3230753,8.3000
2405,8358012,0.5000
2406,4664046,0.7000
2407,8611257,2.8000
2408,3861611,
2409,12416987,13.8000
2410,10964265,2.5000
2411,8259713,0.9800
2412,10407054,
2413,8292840,4.0000
2414,5542983,0.9000
2415,10880007,14.0000
2416,8631504,14.0000
2417,8110767,
2418,5471574,2.6200
2419,6767840,2.9000
2420,8379705,0.4000
2421,8836888,0.6000
2422,9880190,4.5000
2423,5392702,0.6000
2424,8292840,4.0000
2425,8429566,3.8000
2426,9958387,2.1900
2427,6779260,13.9000
2428,6716021,0.5000
2429,8326342,0.6000
2430,6878240,0.6000
2431,6878240,0.6000
2432,8077137,4.2000
2433,2436378,
2434,7899070,0.5000
2435,4035667,0.8400
2436,9612825,
2437,5695396,5.3000
2438,5905822,4.5000
2439,5775129,0.6100
2440,9898447,0.4000
2441,5307568,7.3000
2442,11135308,2.8100
2443,7047824,14.0000
2444,2985587,3.4900
2445,3730335,
2446,7428316,0.3000
2447,10880507,0.6000
2448,9823564,0.4000
2449,11075737,6.8000
2450,6028860,0.5000
2451,4991208,0.3000
2452,8243283,
2453,6778019,0.8000
2454,4571536,
2455,5108946,0.4000
2456,8801316,2.1300
2457,10904004,8.9000
2458,9574158,0.5000
2459,9653622,0.6900
2460,4391348,
2461,8418129,0.4590
2462,7294743,11.5000
2463,8947520,4.0000
2464,5529738,0.2000
2465,4047631,1.3000
2466,10059645,13.8000
2467,5383248,5.9000
2468,7183745,
2469,7183745,
2470,9177629,13.8000
2471,7778767,
2472,7826659,14.0000
2473,7202957,6.3000
2474,7202957,6.3000
2475,8892303,
2476,10265602,2.3000
2477,5369827,13.4000
2478,10586004,4.0900
2479,4552729,14.0000
2480,2989706,0.4000
2481,5185897,1.0000
2482,10275766,0.2000
2483,9025922,
2484,6021275,5.6000
2485,10275766,0.2000
2486,6370120,13.7000
2487,2442448,2.0000
2488,11197853,14.0000
2489,4479633,0.3000
2490,9665922,0.3000
2491,11283615,0.6000
2492,5014903,5.6000
2493,5980783,
2494,8873090,
2495,11547513,
2496,8560804,1.9000
2497,5450893,2.6500
2498,4770174,1.1000
2499,8949925,
2500,5091016,2.2000
2501,3336283,0.3500
2502,7515762,0.5700
2503,5942949,13.5000
2504,3116302,3.0000
2505,7879433,13.8000
2506,9205907,0.3000
2507,8463346,3.5000
2508,11807274,4.7500
2509,9011825,3.6000
2510,4172746,
2511,5174858,8.6000
2512,11074835,3.3000
2513,11074835,3.3000
2514,1996180,0.9000
2515,1996180,0.9000
2516,5185897,1.0000
2517,5185897,1.0000
2518,9475552,14.0000
2519,9475552,14.0000
2520,5196864,13.9000
